[2025-02-28 21:28:30] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-02-28 21:28:30] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2025-02-28 21:28:30] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-02-28 21:28:30] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-02-28 21:28:30] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-02-28 21:28:30] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-02-28 21:28:32] [class-ss-setup-task.php:33] Creating archive directory: D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110\
[2025-02-28 21:28:32] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/renatojoa/
[2025-02-28 21:29:04] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/contact-2/
[2025-02-28 21:29:04] [class-ss-task.php:58] [PAGES STATUS] Remaining:41; Total: 877
[2025-02-28 21:29:04] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:29:04] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22aa0761a8-165bFB.tmp
[2025-02-28 21:29:04] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/contact-2/?simply_static_page=6339
[2025-02-28 21:29:04] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/contact-2/?simply_static_page=6339
[2025-02-28 21:29:05] [class-ss-url-fetcher.php:103] Filesize: 55814 bytes
[2025-02-28 21:29:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2025-02-28 21:29:05] [class-ss-url-fetcher.php:233] New filename for static page: /contact-2/index.html
[2025-02-28 21:29:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22aa0761a8-165bFB.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/contact-2/index.html
[2025-02-28 21:29:05] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:29:05] [class-ss-fetch-urls-task.php:155] Adding 25 URLs to the queue
[2025-02-28 21:29:05] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:29:05] [class-ss-page.php:119] Checking Content Identical:6722370d86635e9cd61a6826233fd9e65f669c91===. Value: FALSE
[2025-02-28 21:29:05] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/uploads/2025/02/Renato-Araujo-EN.pdf
[2025-02-28 21:29:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:40; Total: 877
[2025-02-28 21:29:05] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:29:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22aa15e187-QGmOLm.tmp
[2025-02-28 21:29:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/uploads/2025/02/Renato-Araujo-EN.pdf?simply_static_page=6340
[2025-02-28 21:29:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/uploads/2025/02/Renato-Araujo-EN.pdf?simply_static_page=6340
[2025-02-28 21:29:05] [class-ss-url-fetcher.php:103] Filesize: 115350 bytes
[2025-02-28 21:29:05] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: application/pdf
[2025-02-28 21:29:05] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2025/02/Renato-Araujo-EN.pdf
[2025-02-28 21:29:05] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22aa15e187-QGmOLm.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/uploads/2025/02/Renato-Araujo-EN.pdf
[2025-02-28 21:29:05] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:29:05] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:29:05] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:29:05] [class-ss-page.php:119] Checking Content Identical:9a5391047007d6ef8ca0380f38323407feb30a36===. Value: FALSE
[2025-02-28 21:29:05] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/curriculum-resume/
[2025-02-28 21:29:05] [class-ss-task.php:58] [PAGES STATUS] Remaining:39; Total: 877
[2025-02-28 21:29:05] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:29:05] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22aa167b95-pob3xB.tmp
[2025-02-28 21:29:05] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/curriculum-resume/?simply_static_page=6341
[2025-02-28 21:29:05] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/curriculum-resume/?simply_static_page=6341
[2025-02-28 21:29:06] [class-ss-url-fetcher.php:103] Filesize: 51082 bytes
[2025-02-28 21:29:06] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2025-02-28 21:29:06] [class-ss-url-fetcher.php:233] New filename for static page: /curriculum-resume/index.html
[2025-02-28 21:29:06] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22aa167b95-pob3xB.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/curriculum-resume/index.html
[2025-02-28 21:29:06] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:29:06] [class-ss-fetch-urls-task.php:155] Adding 26 URLs to the queue
[2025-02-28 21:29:06] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:29:06] [class-ss-page.php:119] Checking Content Identical:7231c80f40c27d942f0924740a9645e852f074ef===. Value: FALSE
[2025-02-28 21:29:06] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/companies/
[2025-02-28 21:29:06] [class-ss-task.php:58] [PAGES STATUS] Remaining:38; Total: 877
[2025-02-28 21:29:06] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:29:06] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22aa24883e-oFK3Pt.tmp
[2025-02-28 21:29:06] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/companies/?simply_static_page=6342
[2025-02-28 21:29:06] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/companies/?simply_static_page=6342
[2025-02-28 21:29:06] [class-ss-url-fetcher.php:103] Filesize: 90056 bytes
[2025-02-28 21:29:06] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2025-02-28 21:29:06] [class-ss-url-fetcher.php:233] New filename for static page: /companies/index.html
[2025-02-28 21:29:06] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22aa24883e-oFK3Pt.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/companies/index.html
[2025-02-28 21:29:06] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:29:07] [class-ss-fetch-urls-task.php:155] Adding 33 URLs to the queue
[2025-02-28 21:29:07] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:29:07] [class-ss-page.php:119] Checking Content Identical:3af9ca36ba9771d1121a1bddd3a6ce9945131e60===. Value: FALSE
[2025-02-28 21:29:07] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/2025/02/12/ola-mundo/
[2025-02-28 21:29:07] [class-ss-task.php:58] [PAGES STATUS] Remaining:37; Total: 877
[2025-02-28 21:29:07] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:29:07] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22aa3312ff-VRvGIU.tmp
[2025-02-28 21:29:07] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/2025/02/12/ola-mundo/?simply_static_page=6343
[2025-02-28 21:29:07] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/2025/02/12/ola-mundo/?simply_static_page=6343
[2025-02-28 21:29:07] [class-ss-url-fetcher.php:103] Filesize: 51991 bytes
[2025-02-28 21:29:07] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/html; charset=UTF-8
[2025-02-28 21:29:07] [class-ss-url-fetcher.php:233] New filename for static page: /2025/02/12/ola-mundo/index.html
[2025-02-28 21:29:07] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22aa3312ff-VRvGIU.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/2025/02/12/ola-mundo/index.html
[2025-02-28 21:29:07] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:155] Adding 26 URLs to the queue
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:29:08] [class-ss-page.php:119] Checking Content Identical:98aa76e376f526566a7fc72cb25fa918ffc6be8d===. Value: FALSE
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/uploads/2025/02/R-2.png
[2025-02-28 21:29:08] [class-ss-task.php:58] [PAGES STATUS] Remaining:36; Total: 877
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22aa415842-95r9pp.tmp
[2025-02-28 21:29:08] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/uploads/2025/02/R-2.png?simply_static_page=6344
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/uploads/2025/02/R-2.png?simply_static_page=6344
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:103] Filesize: 16301 bytes
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2025/02/R-2.png
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22aa415842-95r9pp.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/uploads/2025/02/R-2.png
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:29:08] [class-ss-page.php:119] Checking Content Identical:2f5b8bb50850fe42f9b83e129ea81c44716d3524===. Value: FALSE
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/uploads/2025/02/CIT-sede-Campinas-1200x900-1.png
[2025-02-28 21:29:08] [class-ss-task.php:58] [PAGES STATUS] Remaining:35; Total: 877
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22aa41b0b4-xs0wdf.tmp
[2025-02-28 21:29:08] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/uploads/2025/02/CIT-sede-Campinas-1200x900-1.png?simply_static_page=6345
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/uploads/2025/02/CIT-sede-Campinas-1200x900-1.png?simply_static_page=6345
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:103] Filesize: 1031008 bytes
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2025/02/CIT-sede-Campinas-1200x900-1.png
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22aa41b0b4-xs0wdf.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/uploads/2025/02/CIT-sede-Campinas-1200x900-1.png
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:29:08] [class-ss-page.php:119] Checking Content Identical:de5112f161a9ebfa1e93c414eb596026eb1374dd===. Value: FALSE
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/uploads/2025/02/office-mobile.4ecc809.png
[2025-02-28 21:29:08] [class-ss-task.php:58] [PAGES STATUS] Remaining:34; Total: 877
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22aa422927-rhnEYC.tmp
[2025-02-28 21:29:08] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/uploads/2025/02/office-mobile.4ecc809.png?simply_static_page=6346
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/uploads/2025/02/office-mobile.4ecc809.png?simply_static_page=6346
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:103] Filesize: 1482991 bytes
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2025/02/office-mobile.4ecc809.png
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22aa422927-rhnEYC.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/uploads/2025/02/office-mobile.4ecc809.png
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:29:08] [class-ss-page.php:119] Checking Content Identical:d7f64fcb35e3b802ca9a7d990a9c9e22a4efbe74===. Value: FALSE
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/uploads/2025/02/images.jpg
[2025-02-28 21:29:08] [class-ss-task.php:58] [PAGES STATUS] Remaining:33; Total: 877
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22aa42b3ad-qheWF6.tmp
[2025-02-28 21:29:08] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/uploads/2025/02/images.jpg?simply_static_page=6347
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/uploads/2025/02/images.jpg?simply_static_page=6347
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:103] Filesize: 8207 bytes
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/jpeg
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2025/02/images.jpg
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22aa42b3ad-qheWF6.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/uploads/2025/02/images.jpg
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:29:08] [class-ss-page.php:119] Checking Content Identical:4e0ee1e42100aa752c9251c7d81483d06ff22328===. Value: FALSE
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/themes/inspiro/assets/images/StockSnap_M6D1GS9PSL.jpg
[2025-02-28 21:29:08] [class-ss-task.php:58] [PAGES STATUS] Remaining:32; Total: 877
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22aa42fa4c-neP1t2.tmp
[2025-02-28 21:29:08] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/themes/inspiro/assets/images/StockSnap_M6D1GS9PSL.jpg?simply_static_page=6348
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/themes/inspiro/assets/images/StockSnap_M6D1GS9PSL.jpg?simply_static_page=6348
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:103] Filesize: 481226 bytes
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/jpeg
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/themes/inspiro/assets/images/StockSnap_M6D1GS9PSL.jpg
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22aa42fa4c-neP1t2.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/themes/inspiro/assets/images/StockSnap_M6D1GS9PSL.jpg
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:29:08] [class-ss-page.php:119] Checking Content Identical:6495f0f2404d7f3c72448455ea52a2e95e0d44d2===. Value: FALSE
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/uploads/2025/02/python.png
[2025-02-28 21:29:08] [class-ss-task.php:58] [PAGES STATUS] Remaining:31; Total: 877
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22aa436279-BNAJDL.tmp
[2025-02-28 21:29:08] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/uploads/2025/02/python.png?simply_static_page=6349
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/uploads/2025/02/python.png?simply_static_page=6349
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:103] Filesize: 2860 bytes
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2025/02/python.png
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22aa436279-BNAJDL.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/uploads/2025/02/python.png
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:29:08] [class-ss-page.php:119] Checking Content Identical:6dd8b71d1324975c6da5cac16fb898859037a03f===. Value: FALSE
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/uploads/2025/02/robot.png
[2025-02-28 21:29:08] [class-ss-task.php:58] [PAGES STATUS] Remaining:30; Total: 877
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22aa439b79-2hk0Wt.tmp
[2025-02-28 21:29:08] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/uploads/2025/02/robot.png?simply_static_page=6350
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/uploads/2025/02/robot.png?simply_static_page=6350
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:103] Filesize: 3893 bytes
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2025/02/robot.png
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22aa439b79-2hk0Wt.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/uploads/2025/02/robot.png
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:29:08] [class-ss-page.php:119] Checking Content Identical:d6f4cdb3bfba33dbab0d4857d23a0dbec48e50de===. Value: FALSE
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/uploads/2025/02/ruby.jpg
[2025-02-28 21:29:08] [class-ss-task.php:58] [PAGES STATUS] Remaining:29; Total: 877
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22aa43cda5-UbGBIB.tmp
[2025-02-28 21:29:08] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/uploads/2025/02/ruby.jpg?simply_static_page=6351
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/uploads/2025/02/ruby.jpg?simply_static_page=6351
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:103] Filesize: 7873 bytes
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/jpeg
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2025/02/ruby.jpg
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22aa43cda5-UbGBIB.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/uploads/2025/02/ruby.jpg
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:29:08] [class-ss-page.php:119] Checking Content Identical:5fc9a3da6bc7622823a226c31af2a5922e2d43ad===. Value: FALSE
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/uploads/2025/02/dots.png
[2025-02-28 21:29:08] [class-ss-task.php:58] [PAGES STATUS] Remaining:28; Total: 877
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22aa4403c5-jCengB.tmp
[2025-02-28 21:29:08] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/uploads/2025/02/dots.png?simply_static_page=6352
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/uploads/2025/02/dots.png?simply_static_page=6352
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:103] Filesize: 2124 bytes
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/png
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2025/02/dots.png
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22aa4403c5-jCengB.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/uploads/2025/02/dots.png
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-02-28 21:29:08] [class-ss-page.php:119] Checking Content Identical:fd29bc51bb3e674a9fee0ff0362e3341df4a3de4===. Value: FALSE
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:69] URL: http://localhost/renatojoa/wp-content/uploads/2025/02/intelij.jpg
[2025-02-28 21:29:08] [class-ss-task.php:58] [PAGES STATUS] Remaining:27; Total: 877
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\WINDOWS\TEMP/67c22aa443823-yw1O51.tmp
[2025-02-28 21:29:08] [class-ss-page-handler.php:38] URL Prepared:http://localhost/renatojoa/wp-content/uploads/2025/02/intelij.jpg?simply_static_page=6353
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/renatojoa/wp-content/uploads/2025/02/intelij.jpg?simply_static_page=6353
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:103] Filesize: 7947 bytes
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: image/jpeg
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/uploads/2025/02/intelij.jpg
[2025-02-28 21:29:08] [class-ss-url-fetcher.php:143] Renaming temp file from C:\WINDOWS\TEMP/67c22aa443823-yw1O51.tmp to D:\xampp\htdocs\renatojoa/wp-content/uploads\simply-static\temp-files/simply-static-1-1740778110/wp-content/uploads/2025/02/intelij.jpg
[2025-02-28 21:29:08] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
